https://de.wikipedia.org/wiki/Alfa_Romeo_147,Alfa,Romeo 147 ,"['2000', '2010']",['kompaktklasse'],['kombilimousine'],"[105, 250]","[101, 170]","[9, 6]","[500, 18500]"
https://de.wikipedia.org/wiki/Alfa_Romeo_156,Alfa,Romeo 156 ,"['1997', '2007']",['mittelklasse'],"['limousine', 'kombi']","[120, 250]","[105, 175]","[10, 7]","[600, 18000]"
https://de.wikipedia.org/wiki/Alfa_Romeo_159,Alfa,Romeo 159 ,"['', 'pro']",[''],[],"[0, 0]","[0, 0]","[11, 7]","[2200, 18000]"
https://de.wikipedia.org/wiki/Alfa_Romeo_166,Alfa,Romeo 166 ,"['1998', '2007']",['obere mittelklasse'],['limousine'],"[150, 241]","[136, 185]","[11, 7]","[1500, 6000]"
https://de.wikipedia.org/wiki/Alfa_Romeo_Giulietta_(Typ_940),Alfa,Romeo Giulietta (Typ 940) ,"['seit 2010', 'pro']",['kompaktklasse'],['kombilimousine'],"[105, 241]","[105, 175]","[8, 6]","[6000, 33000]"
https://de.wikipedia.org/wiki/Alfa_Romeo_GT,Alfa,Romeo GT ,"['2003', '2010']",['sportwagen'],['kombicoupe'],"[140, 239]","[150, 170]","[11, 7]","[1850, 19000]"
https://de.wikipedia.org/wiki/Alfa_Romeo_MiTo,Alfa,Romeo MiTo ,"['2008', '2018']",['kleinwagen'],['kombilimousine'],"[69, 170]","[84, 120]","[8, 5]","[3200, 24000]"
https://de.wikipedia.org/wiki/Audi_A1_8X,Audi,A1 8X ,"['2010', '2018']",['kleinwagen'],['kombilimousine'],"[82, 256]","[90, 143]","[7, 5]","[6500, 33000]"
https://de.wikipedia.org/wiki/Audi_A2,Audi,A2 ,"['11/1999', '07/2']",['kleinwagen'],['kombilimousine'],"[75, 110]","[61, 90]","[6, 5]","[1400, 10000]"
https://de.wikipedia.org/wiki/Audi_A3_8L,Audi,A3 8L ,"['deutschland:<br />09/1996', '06/2', '2006)']",['kompaktklasse'],['kombilimousine'],"[101, 224]","[90, 131]","[9, 7]","[500, 8000]"
https://de.wikipedia.org/wiki/Audi_A3_8P,Audi,A3 8P ,"['2003', '2013']",['kompaktklasse'],"['kombilimousine', 'cabriolet']","[102, 340]","[90, 170]","[8, 6]","[1500, 25000]"
https://de.wikipedia.org/wiki/Audi_A3_8V,Audi,A3 8V ,"['seit 2012', 'pro']",['kompaktklasse'],"['kombilimousine', 'limousine', 'cabriolet']","[105, 400]","[105, 184]","[8, 6]","[7200, 58000]"
https://de.wikipedia.org/wiki/Audi_A4_B5,Audi,A4 B5 ,"['1994', '2001']",['mittelklasse'],"['limousine', 'kombi']","[101, 381]","[75, 150]","[9, 6]","[400, 9000]"
https://de.wikipedia.org/wiki/Audi_A4_B6,Audi,A4 B6 ,"['2000', '2004']",['mittelklasse'],"['limousine', 'kombi', 'cabriolet']","[102, 344]","[101, 179]","[9, 7]","[700, 12500]"
https://de.wikipedia.org/wiki/Audi_A4_B7,Audi,A4 B7 ,"['2004', '2008']",['mittelklasse'],"['limousine', 'kombi', 'cabriolet']","[102, 420]","[116, 232]","[10, 7]","[1700, 20000]"
https://de.wikipedia.org/wiki/Audi_A4_B8,Audi,A4 B8 ,"['2007', '2015']",['mittelklasse'],"['limousine', 'kombi']","[120, 450]","[120, 245]","[9, 7]","[3200, 41000]"
https://de.wikipedia.org/wiki/Audi_A4_B9,Audi,A4 B9 ,"['seit 2015', 'pro']",['mittelklasse'],"['limousine', 'kombi']","[150, 450]","[122, 272]","[8, 7]","[11700, 73000]"
https://de.wikipedia.org/wiki/Audi_A5_8T,Audi,A5 8T ,"['2007', '2016']",['mittelklasse'],"['coupe', 'cabriolet', 'kombilimousine']","[144, 450]","[136, 245]","[10, 8]","[8000, 39000]"
https://de.wikipedia.org/wiki/Audi_A5_F5,Audi,A5 F5 ,"['seit 2016', 'pro']",['mittelklasse'],"['coupe', 'kombilimousine', 'cabriolet']","[150, 450]","[150, 272]","[9, 7]","[19000, 90000]"
https://de.wikipedia.org/wiki/Audi_A6_C5,Audi,A6 C5 ,"['1997', '2005']",['obere mittelklasse'],"['limousine', 'kombi']","[125, 480]","[110, 179]","[11, 8]","[700, 15000]"
https://de.wikipedia.org/wiki/Audi_A6_C6,Audi,A6 C6 ,"['2004', '2011']",['obere mittelklasse'],"['limousine', 'kombi']","[170, 579]","[136, 239]","[12, 8]","[2000, 32000]"
https://de.wikipedia.org/wiki/Audi_A6_C7,Audi,A6 C7 ,"['seit 2010', 'pro']",['obere mittelklasse'],"['limousine', 'kombi']","[179, 560]","[136, 326]","[11, 8]","[7000, 80000]"
https://de.wikipedia.org/wiki/Audi_A6_C8,Audi,A6 C8 ,"['seit 2018', 'pro']",['obere mittelklasse'],"['limousine', 'kombi']",[340],"[204, 286]","[10, 7]","[28000, 107000]"
https://de.wikipedia.org/wiki/Audi_A7_C7,Audi,A7 C7 ,"['seit 2010', 'pro']",['oberklasse'],['kombilimousine'],"[190, 605]","[190, 326]","[12, 8]","[17000, 115000]"
https://de.wikipedia.org/wiki/Audi_A8_D5,Audi,A8 D5 ,"['seit 2017', 'pro']",['oberklasse'],['limousine'],"[340, 585]","[286, 435]","[0, 8]","[47500, 155000]"
https://de.wikipedia.org/wiki/Audi_Q3_8U,Audi,Q3 8U ,"['2011', '2018']",['suv'],['kombi'],"[125, 367]","[120, 184]","[9, 7]","[13000, 52000]"
https://de.wikipedia.org/wiki/Audi_Q5_8R,Audi,Q5 8R ,"['2008', '2017']",['suv'],['kombi'],"[179, 354]","[143, 340]","[11, 9]","[10000, 70000]"
https://de.wikipedia.org/wiki/Audi_Q5_FY,Audi,Q5 FY ,"['seit 2017', 'pro']",['suv'],['kombi'],"[252, 354]","[150, 286]","[10, 8]","[31000, 95000]"
https://de.wikipedia.org/wiki/Audi_Q7_4L,Audi,Q7 4L ,"['2005', '2015']",['suv'],['kombi'],"[272, 349]","[204, 500]","[16, 11]","[8000, 62000"
https://de.wikipedia.org/wiki/Audi_TT_8N,Audi,TT 8N ,"['1998', '2006']",['sportwagen'],"['kombicoupe', 'roadster']","[150, 250]","[0, 0]","[9, 6]","[2700, 20000]"
https://de.wikipedia.org/wiki/Audi_TT_8J,Audi,TT 8J ,"['2006', '2014']",['sportwagen'],"['kombicoupe', 'roadster']","[160, 360]",[170],"[9, 6]","[7400, 44500]"
https://de.wikipedia.org/wiki/Audi_TT_FV,Audi,TT FV ,"['seit 2014', 'pro']",['sportwagen'],"['kombicoupe', 'roadster']","[179, 400]",[184],"[9, 6]","[18500, 82000]"
https://de.wikipedia.org/wiki/BMW_E87,BMW,E87 ,"['09/2004', '10/2']",['kompaktklasse'],"['kombilimousine', 'coupe', 'cabriolet']","[116, 340]","[116, 204]","[9, 6]","[2800, 54000]"
https://de.wikipedia.org/wiki/BMW_F20,BMW,F20 ,"['seit 2011', 'pro']",['kompaktklasse'],['kombilimousine'],"[102, 340]","[95, 224]","[9, 6]","[6000, 60000]"
https://de.wikipedia.org/wiki/BMW_F22/F23,BMW,F22/F23 ,"['', 'pro']",[''],[],"[0, 0]","[0, 0]","[9, 6]","[10000, 59000]"
https://de.wikipedia.org/wiki/BMW_2er_Active_Tourer,BMW,2er Active Tourer ,"['seit 03/2014', 'pro']",['van'],['kombi'],"[102, 231]","[95, 190]","[9, 6]","[10000, 59000]"
https://de.wikipedia.org/wiki/BMW_2er_Gran_Tourer,BMW,2er Gran Tourer ,"['seit 03/2015', 'pro']",['van'],['kombi'],"[102, 192]","[116, 190]","[9, 6]","[10000, 59000]"
